pair_id	dataset_id	original_query	query_keywords
2459	4172	large public datasets，anonymized Large sample web server logs，.Datasets used for database performance benchmarking	anonymized
2460	6984	large public datasets，anonymized Large sample web server logs，.Datasets used for database performance benchmarking	anonymized
2461	8591	large public datasets，anonymized Large sample web server logs，.Datasets used for database performance benchmarking	anonymized
2462	7650	large public datasets，anonymized Large sample web server logs，.Datasets used for database performance benchmarking	anonymized
2463	3855	large public datasets，anonymized Large sample web server logs，.Datasets used for database performance benchmarking	anonymized
2464	7096	large public datasets，anonymized Large sample web server logs，.Datasets used for database performance benchmarking	anonymized
2465	1235	large public datasets，anonymized Large sample web server logs，.Datasets used for database performance benchmarking	anonymized
2466	403	large public datasets，anonymized Large sample web server logs，.Datasets used for database performance benchmarking	anonymized
2467	6438	large public datasets，anonymized Large sample web server logs，.Datasets used for database performance benchmarking	anonymized
2468	621	large public datasets，anonymized Large sample web server logs，.Datasets used for database performance benchmarking	anonymized
2469	4172	large , web server logs, anonymized	anonymized
2470	6984	large , web server logs, anonymized	anonymized
2471	8591	large , web server logs, anonymized	anonymized
2472	7650	large , web server logs, anonymized	anonymized
2473	3855	large , web server logs, anonymized	anonymized
2474	7096	large , web server logs, anonymized	anonymized
2475	1235	large , web server logs, anonymized	anonymized
2476	403	large , web server logs, anonymized	anonymized
2477	6438	large , web server logs, anonymized	anonymized
2478	621	large , web server logs, anonymized	anonymized
2479	4172	dataset about large sample web server logs that have been anonymized	anonymized
2480	6984	dataset about large sample web server logs that have been anonymized	anonymized
2481	8591	dataset about large sample web server logs that have been anonymized	anonymized
2482	7650	dataset about large sample web server logs that have been anonymized	anonymized
2483	3855	dataset about large sample web server logs that have been anonymized	anonymized
2484	7096	dataset about large sample web server logs that have been anonymized	anonymized
2485	1235	dataset about large sample web server logs that have been anonymized	anonymized
2486	403	dataset about large sample web server logs that have been anonymized	anonymized
2487	6438	dataset about large sample web server logs that have been anonymized	anonymized
2488	621	dataset about large sample web server logs that have been anonymized	anonymized
2489	8060	street scenes recordings (images and/or videos) commercial	commercial
2490	4543	street scenes recordings (images and/or videos) commercial	commercial
2491	9131	street scenes recordings (images and/or videos) commercial	commercial
2492	1340	street scenes recordings (images and/or videos) commercial	commercial
2493	7097	street scenes recordings (images and/or videos) commercial	commercial
2494	7117	street scenes recordings (images and/or videos) commercial	commercial
2495	8785	street scenes recordings (images and/or videos) commercial	commercial
2496	5444	street scenes recordings (images and/or videos) commercial	commercial
2497	9501	street scenes recordings (images and/or videos) commercial	commercial
2498	3529	street scenes recordings (images and/or videos) commercial	commercial
2499	8060	street scenes recordings (images and/or videos) allowing commercial use 	commercial use
2500	4543	street scenes recordings (images and/or videos) allowing commercial use 	commercial use
2501	9131	street scenes recordings (images and/or videos) allowing commercial use 	commercial use
2502	1340	street scenes recordings (images and/or videos) allowing commercial use 	commercial use
2503	7097	street scenes recordings (images and/or videos) allowing commercial use 	commercial use
2504	7117	street scenes recordings (images and/or videos) allowing commercial use 	commercial use
2505	8785	street scenes recordings (images and/or videos) allowing commercial use 	commercial use
2506	5444	street scenes recordings (images and/or videos) allowing commercial use 	commercial use
2507	9501	street scenes recordings (images and/or videos) allowing commercial use 	commercial use
2508	3529	street scenes recordings (images and/or videos) allowing commercial use 	commercial use
2509	8060	datasets of street scenes recordings (images and/or videos), for computer vision prototypes applied to autonomous cars, lincense commercial use	commercial use
2510	4543	datasets of street scenes recordings (images and/or videos), for computer vision prototypes applied to autonomous cars, lincense commercial use	commercial use
2511	9131	datasets of street scenes recordings (images and/or videos), for computer vision prototypes applied to autonomous cars, lincense commercial use	commercial use
2512	1340	datasets of street scenes recordings (images and/or videos), for computer vision prototypes applied to autonomous cars, lincense commercial use	commercial use
2513	7097	datasets of street scenes recordings (images and/or videos), for computer vision prototypes applied to autonomous cars, lincense commercial use	commercial use
2514	7117	datasets of street scenes recordings (images and/or videos), for computer vision prototypes applied to autonomous cars, lincense commercial use	commercial use
2515	8785	datasets of street scenes recordings (images and/or videos), for computer vision prototypes applied to autonomous cars, lincense commercial use	commercial use
2516	5444	datasets of street scenes recordings (images and/or videos), for computer vision prototypes applied to autonomous cars, lincense commercial use	commercial use
2517	9501	datasets of street scenes recordings (images and/or videos), for computer vision prototypes applied to autonomous cars, lincense commercial use	commercial use
2518	3529	datasets of street scenes recordings (images and/or videos), for computer vision prototypes applied to autonomous cars, lincense commercial use	commercial use
2519	8060	dataset about street scenes recordings (images and/or videos) allowing commercial use	commercial use
2520	4543	dataset about street scenes recordings (images and/or videos) allowing commercial use	commercial use
2521	9131	dataset about street scenes recordings (images and/or videos) allowing commercial use	commercial use
2522	1340	dataset about street scenes recordings (images and/or videos) allowing commercial use	commercial use
2523	7097	dataset about street scenes recordings (images and/or videos) allowing commercial use	commercial use
2524	7117	dataset about street scenes recordings (images and/or videos) allowing commercial use	commercial use
2525	8785	dataset about street scenes recordings (images and/or videos) allowing commercial use	commercial use
2526	5444	dataset about street scenes recordings (images and/or videos) allowing commercial use	commercial use
2527	9501	dataset about street scenes recordings (images and/or videos) allowing commercial use	commercial use
2528	3529	dataset about street scenes recordings (images and/or videos) allowing commercial use	commercial use
2529	8060	 street scenes recordings ，allowing commercial use 	commercial use
2530	4543	 street scenes recordings ，allowing commercial use 	commercial use
2531	9131	 street scenes recordings ，allowing commercial use 	commercial use
2532	1340	 street scenes recordings ，allowing commercial use 	commercial use
2533	7097	 street scenes recordings ，allowing commercial use 	commercial use
2534	7117	 street scenes recordings ，allowing commercial use 	commercial use
2535	8785	 street scenes recordings ，allowing commercial use 	commercial use
2536	5444	 street scenes recordings ，allowing commercial use 	commercial use
2537	9501	 street scenes recordings ，allowing commercial use 	commercial use
2538	3529	 street scenes recordings ，allowing commercial use 	commercial use
2539	8060	street scenes, images and/or videos, commercial use	commercial use
2540	4543	street scenes, images and/or videos, commercial use	commercial use
2541	9131	street scenes, images and/or videos, commercial use	commercial use
2542	1340	street scenes, images and/or videos, commercial use	commercial use
2543	7097	street scenes, images and/or videos, commercial use	commercial use
2544	7117	street scenes, images and/or videos, commercial use	commercial use
2545	8785	street scenes, images and/or videos, commercial use	commercial use
2546	5444	street scenes, images and/or videos, commercial use	commercial use
2547	9501	street scenes, images and/or videos, commercial use	commercial use
2548	3529	street scenes, images and/or videos, commercial use	commercial use
2549	8060	datasets of street scenes recordings ,any allowing commercial use	commercial use
2550	4543	datasets of street scenes recordings ,any allowing commercial use	commercial use
2551	9131	datasets of street scenes recordings ,any allowing commercial use	commercial use
2552	1340	datasets of street scenes recordings ,any allowing commercial use	commercial use
2553	7097	datasets of street scenes recordings ,any allowing commercial use	commercial use
2554	7117	datasets of street scenes recordings ,any allowing commercial use	commercial use
2555	8785	datasets of street scenes recordings ,any allowing commercial use	commercial use
2556	5444	datasets of street scenes recordings ,any allowing commercial use	commercial use
2557	9501	datasets of street scenes recordings ,any allowing commercial use	commercial use
2558	3529	datasets of street scenes recordings ,any allowing commercial use	commercial use
2559	6932	twitter or other social networking sites dataset number of friends, follower	friends follower
2560	2361	twitter or other social networking sites dataset number of friends, follower	friends follower
2561	9428	twitter or other social networking sites dataset number of friends, follower	friends follower
2562	269	twitter or other social networking sites dataset number of friends, follower	friends follower
2563	6210	twitter or other social networking sites dataset number of friends, follower	friends follower
2564	2069	twitter or other social networking sites dataset number of friends, follower	friends follower
2565	7449	twitter or other social networking sites dataset number of friends, follower	friends follower
2566	8171	twitter or other social networking sites dataset number of friends, follower	friends follower
2567	8079	twitter or other social networking sites dataset number of friends, follower	friends follower
2568	264	twitter or other social networking sites dataset number of friends, follower	friends follower
2569	3815	social netwroking sites dataset about number of friends, follwer	friends follwer
2570	5688	social netwroking sites dataset about number of friends, follwer	friends follwer
2571	7891	social netwroking sites dataset about number of friends, follwer	friends follwer
2572	7906	social netwroking sites dataset about number of friends, follwer	friends follwer
2573	7098	social netwroking sites dataset about number of friends, follwer	friends follwer
2574	6832	social netwroking sites dataset about number of friends, follwer	friends follwer
2575	2997	social netwroking sites dataset about number of friends, follwer	friends follwer
2576	3171	social netwroking sites dataset about number of friends, follwer	friends follwer
2577	338	social netwroking sites dataset about number of friends, follwer	friends follwer
2578	6972	social netwroking sites dataset about number of friends, follwer	friends follwer
2579	6932	Twitter or other social networking sites data that shows the number of friends,follower etc.	friends follower
2580	2361	Twitter or other social networking sites data that shows the number of friends,follower etc.	friends follower
2581	9428	Twitter or other social networking sites data that shows the number of friends,follower etc.	friends follower
2582	269	Twitter or other social networking sites data that shows the number of friends,follower etc.	friends follower
2583	6210	Twitter or other social networking sites data that shows the number of friends,follower etc.	friends follower
2584	2069	Twitter or other social networking sites data that shows the number of friends,follower etc.	friends follower
2585	7449	Twitter or other social networking sites data that shows the number of friends,follower etc.	friends follower
2586	8171	Twitter or other social networking sites data that shows the number of friends,follower etc.	friends follower
2587	8079	Twitter or other social networking sites data that shows the number of friends,follower etc.	friends follower
2588	264	Twitter or other social networking sites data that shows the number of friends,follower etc.	friends follower
2589	6932	social networking sites  (like twitter) dataset includes the number of friends, follower	friends follower
2590	2361	social networking sites  (like twitter) dataset includes the number of friends, follower	friends follower
2591	9428	social networking sites  (like twitter) dataset includes the number of friends, follower	friends follower
2592	269	social networking sites  (like twitter) dataset includes the number of friends, follower	friends follower
2593	6210	social networking sites  (like twitter) dataset includes the number of friends, follower	friends follower
2594	2069	social networking sites  (like twitter) dataset includes the number of friends, follower	friends follower
2595	7449	social networking sites  (like twitter) dataset includes the number of friends, follower	friends follower
2596	8171	social networking sites  (like twitter) dataset includes the number of friends, follower	friends follower
2597	8079	social networking sites  (like twitter) dataset includes the number of friends, follower	friends follower
2598	264	social networking sites  (like twitter) dataset includes the number of friends, follower	friends follower
2599	6932	social networking sites dataset which shows the number of friends, follower	friends follower
2600	2361	social networking sites dataset which shows the number of friends, follower	friends follower
2601	9428	social networking sites dataset which shows the number of friends, follower	friends follower
2602	269	social networking sites dataset which shows the number of friends, follower	friends follower
2603	6210	social networking sites dataset which shows the number of friends, follower	friends follower
2604	2069	social networking sites dataset which shows the number of friends, follower	friends follower
2605	7449	social networking sites dataset which shows the number of friends, follower	friends follower
2606	8171	social networking sites dataset which shows the number of friends, follower	friends follower
2607	8079	social networking sites dataset which shows the number of friends, follower	friends follower
2608	264	social networking sites dataset which shows the number of friends, follower	friends follower
2609	6932	r twitter or other social networking sites dataset，hows the number of friends, follower and such，prefer twitter or facebook	friends follower
2610	2361	r twitter or other social networking sites dataset，hows the number of friends, follower and such，prefer twitter or facebook	friends follower
2611	9428	r twitter or other social networking sites dataset，hows the number of friends, follower and such，prefer twitter or facebook	friends follower
2612	269	r twitter or other social networking sites dataset，hows the number of friends, follower and such，prefer twitter or facebook	friends follower
2613	6210	r twitter or other social networking sites dataset，hows the number of friends, follower and such，prefer twitter or facebook	friends follower
2614	2069	r twitter or other social networking sites dataset，hows the number of friends, follower and such，prefer twitter or facebook	friends follower
2615	7449	r twitter or other social networking sites dataset，hows the number of friends, follower and such，prefer twitter or facebook	friends follower
2616	8171	r twitter or other social networking sites dataset，hows the number of friends, follower and such，prefer twitter or facebook	friends follower
2617	8079	r twitter or other social networking sites dataset，hows the number of friends, follower and such，prefer twitter or facebook	friends follower
2618	264	r twitter or other social networking sites dataset，hows the number of friends, follower and such，prefer twitter or facebook	friends follower
2619	6932	 social networking sites,  the number of friends, follower, twitter or facebook	friends follower
2620	2361	 social networking sites,  the number of friends, follower, twitter or facebook	friends follower
2621	9428	 social networking sites,  the number of friends, follower, twitter or facebook	friends follower
2622	269	 social networking sites,  the number of friends, follower, twitter or facebook	friends follower
2623	6210	 social networking sites,  the number of friends, follower, twitter or facebook	friends follower
2624	2069	 social networking sites,  the number of friends, follower, twitter or facebook	friends follower
2625	7449	 social networking sites,  the number of friends, follower, twitter or facebook	friends follower
2626	8171	 social networking sites,  the number of friends, follower, twitter or facebook	friends follower
2627	8079	 social networking sites,  the number of friends, follower, twitter or facebook	friends follower
2628	264	 social networking sites,  the number of friends, follower, twitter or facebook	friends follower
2629	8	raw and post-processed digital photographs of people and/or landscapes 10000	raw post-processed
2630	279	raw and post-processed digital photographs of people and/or landscapes 10000	raw post-processed
2631	291	raw and post-processed digital photographs of people and/or landscapes 10000	raw post-processed
2632	7159	raw and post-processed digital photographs of people and/or landscapes 10000	raw post-processed
2633	469	raw and post-processed digital photographs of people and/or landscapes 10000	raw post-processed
2634	243	raw and post-processed digital photographs of people and/or landscapes 10000	raw post-processed
2635	621	raw and post-processed digital photographs of people and/or landscapes 10000	raw post-processed
2636	94	raw and post-processed digital photographs of people and/or landscapes 10000	raw post-processed
2637	134	raw and post-processed digital photographs of people and/or landscapes 10000	raw post-processed
2638	2220	raw and post-processed digital photographs of people and/or landscapes 10000	raw post-processed
2639	8	dataset with raw and post-processed digital photographs of people, landscapes	raw post-processed
2640	279	dataset with raw and post-processed digital photographs of people, landscapes	raw post-processed
2641	291	dataset with raw and post-processed digital photographs of people, landscapes	raw post-processed
2642	7159	dataset with raw and post-processed digital photographs of people, landscapes	raw post-processed
2643	469	dataset with raw and post-processed digital photographs of people, landscapes	raw post-processed
2644	243	dataset with raw and post-processed digital photographs of people, landscapes	raw post-processed
2645	621	dataset with raw and post-processed digital photographs of people, landscapes	raw post-processed
2646	94	dataset with raw and post-processed digital photographs of people, landscapes	raw post-processed
2647	134	dataset with raw and post-processed digital photographs of people, landscapes	raw post-processed
2648	2220	dataset with raw and post-processed digital photographs of people, landscapes	raw post-processed
2649	8	 raw and post-processed digital photographs of people and/or landscapes.	raw post-processed
2650	279	 raw and post-processed digital photographs of people and/or landscapes.	raw post-processed
2651	291	 raw and post-processed digital photographs of people and/or landscapes.	raw post-processed
2652	7159	 raw and post-processed digital photographs of people and/or landscapes.	raw post-processed
2653	469	 raw and post-processed digital photographs of people and/or landscapes.	raw post-processed
2654	243	 raw and post-processed digital photographs of people and/or landscapes.	raw post-processed
2655	621	 raw and post-processed digital photographs of people and/or landscapes.	raw post-processed
2656	94	 raw and post-processed digital photographs of people and/or landscapes.	raw post-processed
2657	134	 raw and post-processed digital photographs of people and/or landscapes.	raw post-processed
2658	2220	 raw and post-processed digital photographs of people and/or landscapes.	raw post-processed
2659	8	large scale dataset of  raw and post-processed digital photographs of people	raw post-processed
2660	279	large scale dataset of  raw and post-processed digital photographs of people	raw post-processed
2661	291	large scale dataset of  raw and post-processed digital photographs of people	raw post-processed
2662	7159	large scale dataset of  raw and post-processed digital photographs of people	raw post-processed
2663	469	large scale dataset of  raw and post-processed digital photographs of people	raw post-processed
2664	243	large scale dataset of  raw and post-processed digital photographs of people	raw post-processed
2665	621	large scale dataset of  raw and post-processed digital photographs of people	raw post-processed
2666	94	large scale dataset of  raw and post-processed digital photographs of people	raw post-processed
2667	134	large scale dataset of  raw and post-processed digital photographs of people	raw post-processed
2668	2220	large scale dataset of  raw and post-processed digital photographs of people	raw post-processed
2669	8	raw and post-processed digital photographs of people and/or landscapes, images	raw post-processed
2670	279	raw and post-processed digital photographs of people and/or landscapes, images	raw post-processed
2671	291	raw and post-processed digital photographs of people and/or landscapes, images	raw post-processed
2672	7159	raw and post-processed digital photographs of people and/or landscapes, images	raw post-processed
2673	469	raw and post-processed digital photographs of people and/or landscapes, images	raw post-processed
2674	243	raw and post-processed digital photographs of people and/or landscapes, images	raw post-processed
2675	621	raw and post-processed digital photographs of people and/or landscapes, images	raw post-processed
2676	94	raw and post-processed digital photographs of people and/or landscapes, images	raw post-processed
2677	134	raw and post-processed digital photographs of people and/or landscapes, images	raw post-processed
2678	2220	raw and post-processed digital photographs of people and/or landscapes, images	raw post-processed
2679	8	large dataset of raw and post-processed digital photographs of people and/or landscapes	raw post-processed
2680	279	large dataset of raw and post-processed digital photographs of people and/or landscapes	raw post-processed
2681	291	large dataset of raw and post-processed digital photographs of people and/or landscapes	raw post-processed
2682	7159	large dataset of raw and post-processed digital photographs of people and/or landscapes	raw post-processed
2683	469	large dataset of raw and post-processed digital photographs of people and/or landscapes	raw post-processed
2684	243	large dataset of raw and post-processed digital photographs of people and/or landscapes	raw post-processed
2685	621	large dataset of raw and post-processed digital photographs of people and/or landscapes	raw post-processed
2686	94	large dataset of raw and post-processed digital photographs of people and/or landscapes	raw post-processed
2687	134	large dataset of raw and post-processed digital photographs of people and/or landscapes	raw post-processed
2688	2220	large dataset of raw and post-processed digital photographs of people and/or landscapes	raw post-processed
2689	279	 raw and post-processed digital photographs of people and/or landscapes， 10000 raw images and 10000 post processed images	raw post-processed raw images post processed images
2690	134	 raw and post-processed digital photographs of people and/or landscapes， 10000 raw images and 10000 post processed images	raw post-processed raw images post processed images
2691	8	 raw and post-processed digital photographs of people and/or landscapes， 10000 raw images and 10000 post processed images	raw post-processed raw images post processed images
2692	291	 raw and post-processed digital photographs of people and/or landscapes， 10000 raw images and 10000 post processed images	raw post-processed raw images post processed images
2693	621	 raw and post-processed digital photographs of people and/or landscapes， 10000 raw images and 10000 post processed images	raw post-processed raw images post processed images
2694	72	 raw and post-processed digital photographs of people and/or landscapes， 10000 raw images and 10000 post processed images	raw post-processed raw images post processed images
2695	243	 raw and post-processed digital photographs of people and/or landscapes， 10000 raw images and 10000 post processed images	raw post-processed raw images post processed images
2696	17	 raw and post-processed digital photographs of people and/or landscapes， 10000 raw images and 10000 post processed images	raw post-processed raw images post processed images
2697	9092	 raw and post-processed digital photographs of people and/or landscapes， 10000 raw images and 10000 post processed images	raw post-processed raw images post processed images
2698	3379	 raw and post-processed digital photographs of people and/or landscapes， 10000 raw images and 10000 post processed images	raw post-processed raw images post processed images
2699	279	10000 raw images, 10000 post processed images, digital photographs of people and/or landscapes	raw images post processed
2700	134	10000 raw images, 10000 post processed images, digital photographs of people and/or landscapes	raw images post processed
2701	8	10000 raw images, 10000 post processed images, digital photographs of people and/or landscapes	raw images post processed
2702	291	10000 raw images, 10000 post processed images, digital photographs of people and/or landscapes	raw images post processed
2703	621	10000 raw images, 10000 post processed images, digital photographs of people and/or landscapes	raw images post processed
2704	72	10000 raw images, 10000 post processed images, digital photographs of people and/or landscapes	raw images post processed
2705	243	10000 raw images, 10000 post processed images, digital photographs of people and/or landscapes	raw images post processed
2706	17	10000 raw images, 10000 post processed images, digital photographs of people and/or landscapes	raw images post processed
2707	9092	10000 raw images, 10000 post processed images, digital photographs of people and/or landscapes	raw images post processed
2708	3379	10000 raw images, 10000 post processed images, digital photographs of people and/or landscapes	raw images post processed
2709	8	datasets of people or landscapes support bucket load of raw and post-processed digital photographs	raw post-processed
2710	279	datasets of people or landscapes support bucket load of raw and post-processed digital photographs	raw post-processed
2711	291	datasets of people or landscapes support bucket load of raw and post-processed digital photographs	raw post-processed
2712	7159	datasets of people or landscapes support bucket load of raw and post-processed digital photographs	raw post-processed
2713	469	datasets of people or landscapes support bucket load of raw and post-processed digital photographs	raw post-processed
2714	243	datasets of people or landscapes support bucket load of raw and post-processed digital photographs	raw post-processed
2715	621	datasets of people or landscapes support bucket load of raw and post-processed digital photographs	raw post-processed
2716	94	datasets of people or landscapes support bucket load of raw and post-processed digital photographs	raw post-processed
2717	134	datasets of people or landscapes support bucket load of raw and post-processed digital photographs	raw post-processed
2718	2220	datasets of people or landscapes support bucket load of raw and post-processed digital photographs	raw post-processed
2719	3277	people gender, number of children and their genders, occupation	gender number children genders occupation
2720	7096	people gender, number of children and their genders, occupation	gender number children genders occupation
2721	251	people gender, number of children and their genders, occupation	gender number children genders occupation
2722	3286	people gender, number of children and their genders, occupation	gender number children genders occupation
2723	6347	people gender, number of children and their genders, occupation	gender number children genders occupation
2724	5015	people gender, number of children and their genders, occupation	gender number children genders occupation
2725	4198	people gender, number of children and their genders, occupation	gender number children genders occupation
2726	9121	people gender, number of children and their genders, occupation	gender number children genders occupation
2727	2203	people gender, number of children and their genders, occupation	gender number children genders occupation
2728	6116	people gender, number of children and their genders, occupation	gender number children genders occupation
2729	3277	dataset with people information like gender, number of children and occupation	gender number children occupation
2730	7096	dataset with people information like gender, number of children and occupation	gender number children occupation
2731	251	dataset with people information like gender, number of children and occupation	gender number children occupation
2732	3286	dataset with people information like gender, number of children and occupation	gender number children occupation
2733	6347	dataset with people information like gender, number of children and occupation	gender number children occupation
2734	5015	dataset with people information like gender, number of children and occupation	gender number children occupation
2735	4198	dataset with people information like gender, number of children and occupation	gender number children occupation
2736	9121	dataset with people information like gender, number of children and occupation	gender number children occupation
2737	2203	dataset with people information like gender, number of children and occupation	gender number children occupation
2738	6116	dataset with people information like gender, number of children and occupation	gender number children occupation
2739	3277	People information with people gender, number of children and their genders, occupation etc 	gender number children genders occupation
2740	7096	People information with people gender, number of children and their genders, occupation etc 	gender number children genders occupation
2741	251	People information with people gender, number of children and their genders, occupation etc 	gender number children genders occupation
2742	3286	People information with people gender, number of children and their genders, occupation etc 	gender number children genders occupation
2743	6347	People information with people gender, number of children and their genders, occupation etc 	gender number children genders occupation
2744	5015	People information with people gender, number of children and their genders, occupation etc 	gender number children genders occupation
2745	4198	People information with people gender, number of children and their genders, occupation etc 	gender number children genders occupation
2746	9121	People information with people gender, number of children and their genders, occupation etc 	gender number children genders occupation
2747	2203	People information with people gender, number of children and their genders, occupation etc 	gender number children genders occupation
2748	6116	People information with people gender, number of children and their genders, occupation etc 	gender number children genders occupation
2749	3277	datasets with people information include gender, number of children and their genders, occupation	gender number children genders occupation
2750	7096	datasets with people information include gender, number of children and their genders, occupation	gender number children genders occupation
2751	251	datasets with people information include gender, number of children and their genders, occupation	gender number children genders occupation
2752	3286	datasets with people information include gender, number of children and their genders, occupation	gender number children genders occupation
2753	6347	datasets with people information include gender, number of children and their genders, occupation	gender number children genders occupation
2754	5015	datasets with people information include gender, number of children and their genders, occupation	gender number children genders occupation
2755	4198	datasets with people information include gender, number of children and their genders, occupation	gender number children genders occupation
2756	9121	datasets with people information include gender, number of children and their genders, occupation	gender number children genders occupation
2757	2203	datasets with people information include gender, number of children and their genders, occupation	gender number children genders occupation
2758	6116	datasets with people information include gender, number of children and their genders, occupation	gender number children genders occupation
2759	3277	dataset of pople,about people gender, number of children and their genders, occupation	gender number children genders occupation
2760	7096	dataset of pople,about people gender, number of children and their genders, occupation	gender number children genders occupation
2761	251	dataset of pople,about people gender, number of children and their genders, occupation	gender number children genders occupation
2762	3286	dataset of pople,about people gender, number of children and their genders, occupation	gender number children genders occupation
2763	6347	dataset of pople,about people gender, number of children and their genders, occupation	gender number children genders occupation
2764	5015	dataset of pople,about people gender, number of children and their genders, occupation	gender number children genders occupation
2765	4198	dataset of pople,about people gender, number of children and their genders, occupation	gender number children genders occupation
2766	9121	dataset of pople,about people gender, number of children and their genders, occupation	gender number children genders occupation
2767	2203	dataset of pople,about people gender, number of children and their genders, occupation	gender number children genders occupation
2768	6116	dataset of pople,about people gender, number of children and their genders, occupation	gender number children genders occupation
2769	3277	with people information， dataset with people gender, number of children and their genders, occupation	gender number children genders occupation
2770	7096	with people information， dataset with people gender, number of children and their genders, occupation	gender number children genders occupation
2771	251	with people information， dataset with people gender, number of children and their genders, occupation	gender number children genders occupation
2772	3286	with people information， dataset with people gender, number of children and their genders, occupation	gender number children genders occupation
2773	6347	with people information， dataset with people gender, number of children and their genders, occupation	gender number children genders occupation
2774	5015	with people information， dataset with people gender, number of children and their genders, occupation	gender number children genders occupation
2775	4198	with people information， dataset with people gender, number of children and their genders, occupation	gender number children genders occupation
2776	9121	with people information， dataset with people gender, number of children and their genders, occupation	gender number children genders occupation
2777	2203	with people information， dataset with people gender, number of children and their genders, occupation	gender number children genders occupation
2778	6116	with people information， dataset with people gender, number of children and their genders, occupation	gender number children genders occupation
2779	3277	people information people gender, number of children and their genders, occupation	gender number children genders occupation
2780	7096	people information people gender, number of children and their genders, occupation	gender number children genders occupation
2781	251	people information people gender, number of children and their genders, occupation	gender number children genders occupation
2782	3286	people information people gender, number of children and their genders, occupation	gender number children genders occupation
2783	6347	people information people gender, number of children and their genders, occupation	gender number children genders occupation
2784	5015	people information people gender, number of children and their genders, occupation	gender number children genders occupation
2785	4198	people information people gender, number of children and their genders, occupation	gender number children genders occupation
2786	9121	people information people gender, number of children and their genders, occupation	gender number children genders occupation
2787	2203	people information people gender, number of children and their genders, occupation	gender number children genders occupation
2788	6116	people information people gender, number of children and their genders, occupation	gender number children genders occupation
2789	8482	datasets with people information , such as people gender, number of children and their genders	gender number children genders
2790	7612	datasets with people information , such as people gender, number of children and their genders	gender number children genders
2791	6932	datasets with people information , such as people gender, number of children and their genders	gender number children genders
2792	3286	datasets with people information , such as people gender, number of children and their genders	gender number children genders
2793	3277	datasets with people information , such as people gender, number of children and their genders	gender number children genders
2794	4217	datasets with people information , such as people gender, number of children and their genders	gender number children genders
2795	6489	datasets with people information , such as people gender, number of children and their genders	gender number children genders
2796	3087	datasets with people information , such as people gender, number of children and their genders	gender number children genders
2797	2425	datasets with people information , such as people gender, number of children and their genders	gender number children genders
2798	251	datasets with people information , such as people gender, number of children and their genders	gender number children genders
2799	58	Sales Data from company number of clients, amount of money date for each transaction	clients money transaction
2800	17	Sales Data from company number of clients, amount of money date for each transaction	clients money transaction
2801	1466	Sales Data from company number of clients, amount of money date for each transaction	clients money transaction
2802	403	Sales Data from company number of clients, amount of money date for each transaction	clients money transaction
2803	8459	Sales Data from company number of clients, amount of money date for each transaction	clients money transaction
2804	5458	Sales Data from company number of clients, amount of money date for each transaction	clients money transaction
2805	1374	Sales Data from company number of clients, amount of money date for each transaction	clients money transaction
2806	1781	Sales Data from company number of clients, amount of money date for each transaction	clients money transaction
2807	3969	Sales Data from company number of clients, amount of money date for each transaction	clients money transaction
2808	5363	Sales Data from company number of clients, amount of money date for each transaction	clients money transaction
2809	58	sales data from company including number of clients, money the paid and date for transaction	clients money transaction
2810	17	sales data from company including number of clients, money the paid and date for transaction	clients money transaction
2811	1466	sales data from company including number of clients, money the paid and date for transaction	clients money transaction
2812	403	sales data from company including number of clients, money the paid and date for transaction	clients money transaction
2813	8459	sales data from company including number of clients, money the paid and date for transaction	clients money transaction
2814	5458	sales data from company including number of clients, money the paid and date for transaction	clients money transaction
2815	1374	sales data from company including number of clients, money the paid and date for transaction	clients money transaction
2816	1781	sales data from company including number of clients, money the paid and date for transaction	clients money transaction
2817	3969	sales data from company including number of clients, money the paid and date for transaction	clients money transaction
2818	5363	sales data from company including number of clients, money the paid and date for transaction	clients money transaction
2819	58	Company Sales Data including coverage of the number of clients and the amount of money they paid and  transaction date	clients money transaction
2820	17	Company Sales Data including coverage of the number of clients and the amount of money they paid and  transaction date	clients money transaction
2821	1466	Company Sales Data including coverage of the number of clients and the amount of money they paid and  transaction date	clients money transaction
2822	403	Company Sales Data including coverage of the number of clients and the amount of money they paid and  transaction date	clients money transaction
2823	8459	Company Sales Data including coverage of the number of clients and the amount of money they paid and  transaction date	clients money transaction
2824	5458	Company Sales Data including coverage of the number of clients and the amount of money they paid and  transaction date	clients money transaction
2825	1374	Company Sales Data including coverage of the number of clients and the amount of money they paid and  transaction date	clients money transaction
2826	1781	Company Sales Data including coverage of the number of clients and the amount of money they paid and  transaction date	clients money transaction
2827	3969	Company Sales Data including coverage of the number of clients and the amount of money they paid and  transaction date	clients money transaction
2828	5363	Company Sales Data including coverage of the number of clients and the amount of money they paid and  transaction date	clients money transaction
2829	58	Sales Data from any Company include the number of clients, the amount of money, the date for each transaction	clients money transaction
2830	17	Sales Data from any Company include the number of clients, the amount of money, the date for each transaction	clients money transaction
2831	1466	Sales Data from any Company include the number of clients, the amount of money, the date for each transaction	clients money transaction
2832	403	Sales Data from any Company include the number of clients, the amount of money, the date for each transaction	clients money transaction
2833	8459	Sales Data from any Company include the number of clients, the amount of money, the date for each transaction	clients money transaction
2834	5458	Sales Data from any Company include the number of clients, the amount of money, the date for each transaction	clients money transaction
